step,loss,val_ACC_known,elapsed_seconds
1,1.6114953756332397,30.562499999999996,0.212
2,1.5863080024719238,nan,9.909
3,1.6343344449996948,nan,10.015
4,1.5946286916732788,nan,10.088
5,1.5483827590942383,nan,10.171
6,1.5464587211608887,nan,10.252
7,1.516797423362732,nan,10.311
8,1.507839322090149,nan,10.363
9,1.5470842123031616,nan,10.422
10,1.502838134765625,nan,10.475
11,1.474977731704712,nan,10.524
12,1.5043076276779175,nan,10.572
13,1.4103875160217285,nan,10.626
14,1.477331280708313,nan,10.669
15,1.4464120864868164,nan,10.713
16,1.368516206741333,nan,10.753
17,1.3648693561553955,nan,10.793
18,1.4625917673110962,nan,10.833
19,1.4064385890960693,nan,10.873
20,1.3872307538986206,nan,10.913
21,1.3195470571517944,nan,10.952
22,1.3430768251419067,nan,10.993
23,1.4144320487976074,nan,11.032
24,1.344563603401184,nan,11.072
25,1.3922621011734009,nan,11.112
26,1.336326003074646,nan,11.151
27,1.2804429531097412,nan,11.195
28,1.3382940292358398,nan,11.235
29,1.2659612894058228,nan,11.274
30,1.3237932920455933,nan,11.313
31,1.2836583852767944,nan,11.354
32,1.2935004234313965,nan,11.395
33,1.3373937606811523,nan,11.438
34,1.2862039804458618,nan,11.481
35,1.2745671272277832,nan,11.525
36,1.2386541366577148,nan,11.569
37,1.237793207168579,nan,11.612
38,1.285135269165039,nan,11.656
39,1.3075603246688843,nan,11.7
40,1.2462161779403687,nan,11.742
41,1.3004175424575806,nan,11.781
42,1.176884651184082,nan,11.822
43,1.2590112686157227,nan,11.862
44,1.2427735328674316,nan,11.909
45,1.1965276002883911,nan,11.95
46,1.2062050104141235,nan,11.991
47,1.2428851127624512,nan,12.031
48,1.1116836071014404,nan,12.07
49,1.142800211906433,nan,12.109
50,1.2634437084197998,nan,12.149
51,1.215726613998413,nan,12.189
52,1.1620254516601562,nan,12.229
53,1.2259646654129028,nan,12.269
54,1.1685898303985596,nan,12.309
55,1.1460148096084595,nan,12.349
56,1.1507205963134766,nan,12.388
57,1.1489723920822144,nan,12.432
58,1.0679306983947754,nan,12.475
59,1.1218291521072388,nan,12.518
60,1.1010944843292236,59.925,12.562
