step,loss,val_ACC_known,elapsed_seconds
1,1.3832248449325562,13.5875,0.232
2,1.3677622079849243,nan,9.835
3,1.3822083473205566,nan,9.969
4,1.4470841884613037,nan,10.056
5,1.341415524482727,nan,10.131
6,1.3817148208618164,nan,10.196
7,1.3733463287353516,nan,10.244
8,1.3698822259902954,nan,10.288
9,1.376237392425537,nan,10.331
10,1.3442997932434082,nan,10.38
11,1.3346102237701416,nan,10.429
12,1.338621973991394,nan,10.469
13,1.3256915807724,nan,10.512
14,1.326061487197876,nan,10.555
15,1.3174165487289429,nan,10.594
16,1.2932442426681519,nan,10.635
17,1.3216867446899414,nan,10.674
18,1.3308141231536865,nan,10.713
19,1.2966220378875732,nan,10.753
20,1.2926894426345825,nan,10.797
21,1.2838871479034424,nan,10.84
22,1.2712880373001099,nan,10.883
23,1.2607532739639282,nan,10.927
24,1.3375569581985474,nan,10.972
25,1.3018929958343506,nan,11.016
26,1.2141838073730469,nan,11.059
27,1.260473370552063,nan,11.1
28,1.2691447734832764,nan,11.14
29,1.2330245971679688,nan,11.179
30,1.281310796737671,nan,11.22
31,1.2857656478881836,nan,11.259
32,1.224970817565918,nan,11.299
33,1.2309696674346924,nan,11.339
34,1.218356728553772,nan,11.379
35,1.3075724840164185,nan,11.42
36,1.2317044734954834,nan,11.46
37,1.338729739189148,nan,11.5
38,1.21543288230896,nan,11.539
39,1.2054274082183838,nan,11.581
40,1.238533854484558,nan,11.621
41,1.1654086112976074,nan,11.661
42,1.1750431060791016,nan,11.701
43,1.1674716472625732,nan,11.74
44,1.213958501815796,nan,11.782
45,1.2166560888290405,nan,11.827
46,1.2044298648834229,nan,11.87
47,1.180999755859375,nan,11.913
48,1.255475401878357,nan,11.956
49,1.2080378532409668,nan,12.001
50,1.171048879623413,nan,12.044
51,1.151566743850708,nan,12.088
52,1.2281261682510376,nan,12.127
53,1.2284022569656372,nan,12.167
54,1.1563116312026978,nan,12.207
55,1.2430033683776855,nan,12.246
56,1.1919922828674316,nan,12.287
57,1.1745315790176392,nan,12.327
58,1.156031847000122,nan,12.367
59,1.167900800704956,nan,12.407
60,1.1808239221572876,45.2125,12.447
