step,loss,val_ACC_known,elapsed_seconds
1,1.3943744897842407,21.3625,0.099
2,1.3980458974838257,nan,9.96
3,1.3738973140716553,nan,10.054
4,1.3988761901855469,nan,10.146
5,1.367067575454712,nan,10.241
6,1.3924236297607422,nan,10.335
7,1.3636159896850586,nan,10.427
8,1.37363600730896,nan,10.523
9,1.3329124450683594,nan,10.618
10,1.3524773120880127,nan,10.718
11,1.3312844038009644,nan,10.82
12,1.3334743976593018,nan,10.922
13,1.340301275253296,nan,11.016
14,1.3521502017974854,nan,11.11
15,1.3111268281936646,nan,11.208
16,1.3328704833984375,nan,11.301
17,1.2677749395370483,nan,11.397
18,1.2687662839889526,nan,11.49
19,1.2435519695281982,nan,11.585
20,1.3675258159637451,nan,11.689
21,1.2039669752120972,nan,11.792
22,1.2300587892532349,nan,11.895
23,1.2435884475708008,nan,11.989
24,1.21188223361969,nan,12.083
25,1.158866286277771,nan,12.176
26,1.1120141744613647,nan,12.273
27,1.1214542388916016,nan,12.366
28,1.0583730936050415,nan,12.46
29,1.0302014350891113,nan,12.555
30,0.9634513854980469,nan,12.657
31,1.076388955116272,nan,12.761
32,1.0149791240692139,nan,12.865
33,0.9068355560302734,nan,12.962
34,0.8270707130432129,nan,13.056
35,0.8776005506515503,nan,13.148
36,0.7927841544151306,nan,13.243
37,0.7756865620613098,nan,13.336
38,0.8774386048316956,nan,13.431
39,0.7915272116661072,nan,13.528
40,0.6840873956680298,nan,13.629
41,0.8216098546981812,nan,13.732
42,0.649376392364502,nan,13.836
43,0.487806111574173,nan,13.936
44,0.5492808818817139,nan,14.031
45,0.7282311320304871,nan,14.126
46,0.6825039386749268,nan,14.221
47,0.6439229249954224,nan,14.314
48,0.3779423236846924,nan,14.408
49,0.5415284037590027,nan,14.502
50,0.5068904161453247,nan,14.597
51,0.4343189597129822,nan,14.701
52,0.5140148401260376,nan,14.805
53,0.33258479833602905,nan,14.908
54,0.26073595881462097,nan,15.001
55,0.32648202776908875,nan,15.095
56,0.30847227573394775,nan,15.188
57,0.2291785478591919,nan,15.283
58,0.3332839012145996,nan,15.376
59,0.3002050817012787,nan,15.47
60,0.23520995676517487,nan,15.564
61,0.17025922238826752,nan,15.667
62,0.3747420907020569,nan,15.771
63,0.21088215708732605,nan,15.875
64,0.24866637587547302,nan,15.972
65,0.1509757936000824,nan,16.065
66,0.24482282996177673,nan,16.158
67,0.20375020802021027,nan,16.255
68,0.23461271822452545,nan,16.348
69,0.1216481551527977,nan,16.442
70,0.23113879561424255,nan,16.536
71,0.23068001866340637,nan,16.636
72,0.1439967006444931,nan,16.74
73,0.1755244880914688,nan,16.844
74,0.09636617451906204,nan,16.944
75,0.12128730118274689,nan,17.037
76,0.10032189637422562,nan,17.132
77,0.14736084640026093,nan,17.226
78,0.14777621626853943,nan,17.319
79,0.19532454013824463,nan,17.412
80,0.11014359444379807,nan,17.507
81,0.08902351558208466,nan,17.602
82,0.15869900584220886,nan,17.706
83,0.07868140190839767,nan,17.81
84,0.08310870826244354,nan,17.913
85,0.04941288381814957,nan,18.007
86,0.15177789330482483,nan,18.1
87,0.12777279317378998,nan,18.193
88,0.05680546164512634,nan,18.287
89,0.10421601682901382,nan,18.38
90,0.10228967666625977,nan,18.473
91,0.04557668790221214,nan,18.567
92,0.120930016040802,nan,18.669
93,0.03999277204275131,nan,18.771
94,0.04253232479095459,nan,18.876
95,0.05119335651397705,nan,18.971
96,0.09160398691892624,nan,19.064
97,0.058613214641809464,nan,19.157
98,0.04409527778625488,nan,19.251
99,0.030585603788495064,nan,19.346
100,0.06535129994153976,nan,19.439
101,0.043898869305849075,nan,19.532
102,0.06551432609558105,nan,19.631
103,0.027282940223813057,nan,19.735
104,0.09246625751256943,nan,19.839
105,0.07102972269058228,nan,19.939
106,0.06648247689008713,nan,20.032
107,0.027830887585878372,nan,20.125
108,0.01148848794400692,nan,20.22
109,0.02216944843530655,nan,20.314
110,0.06715352088212967,nan,20.407
111,0.04142951965332031,nan,20.501
112,0.053413890302181244,nan,20.594
113,0.03665778040885925,nan,20.698
114,0.020685289055109024,nan,20.8
115,0.015912432223558426,nan,20.904
116,0.05217971280217171,nan,20.998
117,0.055756762623786926,nan,21.091
118,0.02122967503964901,nan,21.184
119,0.01777932047843933,nan,21.278
120,0.02569620870053768,93.8,21.372
