step,loss,val_ACC_known,elapsed_seconds
1,1.618677020072937,24.1375,0.201
2,1.608424186706543,nan,9.878
3,1.6007388830184937,nan,9.999
4,1.5793871879577637,nan,10.079
5,1.580295205116272,nan,10.151
6,1.5632082223892212,nan,10.235
7,1.5428144931793213,nan,10.294
8,1.533963680267334,nan,10.343
9,1.4820905923843384,nan,10.4
10,1.463662028312683,nan,10.447
11,1.4710731506347656,nan,10.489
12,1.4394841194152832,nan,10.534
13,1.4705257415771484,nan,10.575
14,1.4159902334213257,nan,10.618
15,1.437894582748413,nan,10.658
16,1.403364896774292,nan,10.705
17,1.405191421508789,nan,10.753
18,1.4078136682510376,nan,10.799
19,1.395529866218567,nan,10.842
20,1.3912588357925415,nan,10.887
21,1.3288906812667847,nan,10.927
22,1.3304966688156128,nan,10.967
23,1.3379770517349243,nan,11.006
24,1.3068636655807495,nan,11.046
25,1.3662068843841553,nan,11.086
26,1.2580480575561523,nan,11.126
27,1.310235619544983,nan,11.166
28,1.2889699935913086,nan,11.205
29,1.3060892820358276,nan,11.252
30,1.3286516666412354,nan,11.305
31,1.2478771209716797,nan,11.355
32,1.3051856756210327,nan,11.401
33,1.302565336227417,nan,11.445
34,1.246957540512085,nan,11.488
35,1.1942873001098633,nan,11.531
36,1.2234207391738892,nan,11.576
37,1.1371288299560547,nan,11.615
38,1.1998487710952759,nan,11.655
39,1.2796015739440918,nan,11.695
40,1.2187217473983765,nan,11.735
41,1.1539629697799683,nan,11.775
42,1.1872050762176514,nan,11.814
43,1.1474310159683228,nan,11.854
44,1.1393842697143555,nan,11.893
45,1.1715202331542969,nan,11.933
46,1.2123737335205078,nan,11.972
47,1.2020001411437988,nan,12.013
48,1.1743708848953247,nan,12.052
49,1.1378802061080933,nan,12.094
50,1.2027298212051392,nan,12.144
51,1.2442312240600586,nan,12.193
52,1.1663827896118164,nan,12.237
53,1.0430394411087036,nan,12.279
54,1.1225783824920654,nan,12.326
55,1.1239229440689087,nan,12.37
56,1.0896685123443604,nan,12.414
57,1.1496829986572266,nan,12.459
58,1.0649404525756836,nan,12.503
59,1.0568510293960571,nan,12.548
60,1.0637123584747314,nan,12.591
61,1.1181596517562866,nan,12.633
62,1.1151399612426758,nan,12.673
63,1.0689574480056763,nan,12.714
64,1.0631071329116821,nan,12.753
65,1.0457432270050049,nan,12.793
66,1.0089037418365479,nan,12.834
67,1.1210018396377563,nan,12.883
68,1.0659549236297607,nan,12.931
69,1.021669626235962,nan,12.975
70,1.0647258758544922,nan,13.019
71,1.061590552330017,nan,13.062
72,0.9713074564933777,nan,13.102
73,1.0481148958206177,nan,13.141
74,1.016109585762024,nan,13.18
75,1.0729249715805054,nan,13.22
76,1.0789293050765991,nan,13.261
77,1.0441575050354004,nan,13.305
78,0.969825267791748,nan,13.352
79,1.0040234327316284,nan,13.395
80,1.038382887840271,nan,13.439
81,0.9996451139450073,nan,13.482
82,0.9399781227111816,nan,13.527
83,0.9389323592185974,nan,13.573
84,0.9566032886505127,nan,13.614
85,1.0870789289474487,nan,13.653
86,0.9824307560920715,nan,13.692
87,0.950366199016571,nan,13.732
88,1.047176480293274,nan,13.772
89,1.0541433095932007,nan,13.812
90,0.9402874708175659,nan,13.851
91,0.922512412071228,nan,13.901
92,1.0388799905776978,nan,13.95
93,0.9583885669708252,nan,13.995
94,0.9968178868293762,nan,14.04
95,0.9301557540893555,nan,14.081
96,0.9235774874687195,nan,14.12
97,0.9134353995323181,nan,14.16
98,0.9423181414604187,nan,14.199
99,0.9641284942626953,nan,14.243
100,1.0156223773956299,nan,14.29
101,0.9167658686637878,nan,14.337
102,0.9187909364700317,nan,14.379
103,0.9799792766571045,nan,14.422
104,0.9510590434074402,nan,14.465
105,0.905806839466095,nan,14.508
106,0.9803155064582825,nan,14.551
107,0.957159698009491,nan,14.593
108,0.8515799641609192,nan,14.633
109,0.9758097529411316,nan,14.674
110,0.9066835045814514,nan,14.713
111,0.954796314239502,nan,14.753
112,0.9637526273727417,nan,14.792
113,0.9066935777664185,nan,14.832
114,0.9284998178482056,nan,14.871
115,0.9435645341873169,nan,14.91
116,0.9552235007286072,nan,14.95
117,0.8583826422691345,nan,14.99
118,0.8566879034042358,nan,15.03
119,0.9207026362419128,nan,15.069
120,0.9288154244422913,61.95,15.109
