step,loss,val_ACC_known,elapsed_seconds
1,1.6091703176498413,25.5,0.1
2,1.5995688438415527,nan,10.073
3,1.6213499307632446,nan,10.166
4,1.5903466939926147,nan,10.261
5,1.589093804359436,nan,10.364
6,1.5770944356918335,nan,10.467
7,1.5617800951004028,nan,10.57
8,1.560166835784912,nan,10.666
9,1.5339044332504272,nan,10.759
10,1.5150818824768066,nan,10.853
11,1.5108593702316284,nan,10.948
12,1.508981466293335,nan,11.042
13,1.4888910055160522,nan,11.135
14,1.5170704126358032,nan,11.228
15,1.503243088722229,nan,11.327
16,1.4526501893997192,nan,11.432
17,1.4007474184036255,nan,11.532
18,1.3690941333770752,nan,11.632
19,1.3683373928070068,nan,11.725
20,1.2847239971160889,nan,11.819
21,1.2195674180984497,nan,11.916
22,1.1457120180130005,nan,12.009
23,1.1747336387634277,nan,12.103
24,1.261465072631836,nan,12.197
25,1.1934278011322021,nan,12.29
26,1.0599322319030762,nan,12.394
27,1.1118005514144897,nan,12.497
28,1.145642876625061,nan,12.6
29,1.0157347917556763,nan,12.693
30,1.0339549779891968,nan,12.787
31,0.871853232383728,nan,12.883
32,1.185530662536621,nan,12.976
33,1.023025393486023,nan,13.07
34,0.933008074760437,nan,13.192
35,1.0242550373077393,nan,13.305
36,0.9322210550308228,nan,13.41
37,0.8649850487709045,nan,13.515
38,0.8714389801025391,nan,13.618
39,0.8763288259506226,nan,13.711
40,0.8375071287155151,nan,13.806
41,1.0252686738967896,nan,13.899
42,1.1544064283370972,nan,13.993
43,0.8674231171607971,nan,14.087
44,0.8597409129142761,nan,14.181
45,0.7541494369506836,nan,14.275
46,1.0341649055480957,nan,14.381
47,0.8365554809570312,nan,14.484
48,0.8960384726524353,nan,14.587
49,0.9155528545379639,nan,14.68
50,0.9789859652519226,nan,14.773
51,0.9144361615180969,nan,14.882
52,0.8944065570831299,nan,14.99
53,0.8556122183799744,nan,15.09
54,0.7968283295631409,nan,15.183
55,0.8108989596366882,nan,15.278
56,0.8480384349822998,nan,15.383
57,0.842113196849823,nan,15.486
58,0.8713496923446655,nan,15.59
59,0.6728793382644653,nan,15.685
60,0.6164606809616089,62.9375,15.778
