step,loss,val_ACC_known,elapsed_seconds
1,1.384123682975769,31.225,0.1
2,1.3967491388320923,nan,10.008
3,1.4044140577316284,nan,10.101
4,1.3811572790145874,nan,10.194
5,1.3815048933029175,nan,10.287
6,1.3679542541503906,nan,10.38
7,1.3682138919830322,nan,10.494
8,1.381905436515808,nan,10.607
9,1.3442583084106445,nan,10.704
10,1.3578637838363647,nan,10.806
11,1.3456473350524902,nan,10.907
12,1.3606781959533691,nan,11.003
13,1.3659476041793823,nan,11.096
14,1.3078351020812988,nan,11.19
15,1.3511736392974854,nan,11.284
16,1.3766491413116455,nan,11.377
17,1.3078821897506714,nan,11.472
18,1.3292477130889893,nan,11.565
19,1.3358949422836304,nan,11.662
20,1.3231767416000366,nan,11.766
21,1.2426091432571411,nan,11.87
22,1.2907218933105469,nan,11.967
23,1.2211215496063232,nan,12.06
24,1.1932522058486938,nan,12.153
25,1.2122516632080078,nan,12.247
26,1.1599794626235962,nan,12.341
27,1.130991816520691,nan,12.437
28,1.1678736209869385,nan,12.531
29,1.1079577207565308,nan,12.629
30,1.0847936868667603,nan,12.735
31,1.0536401271820068,nan,12.84
32,1.0008667707443237,nan,12.943
33,0.859025239944458,nan,13.037
34,0.9383966326713562,nan,13.131
35,1.0639375448226929,nan,13.224
36,1.0913656949996948,nan,13.318
37,0.9682961702346802,nan,13.411
38,0.9650171399116516,nan,13.506
39,0.9900402426719666,nan,13.6
40,0.7957460284233093,nan,13.705
41,0.7991533875465393,nan,13.809
42,0.8076664805412292,nan,13.911
43,0.7420390844345093,nan,14.004
44,0.7744697332382202,nan,14.11
45,0.7081155776977539,nan,14.212
46,0.6629136204719543,nan,14.307
47,0.6271670460700989,nan,14.401
48,0.6506807208061218,nan,14.496
49,0.8256700038909912,nan,14.589
50,0.6848936676979065,nan,14.689
51,0.677374541759491,nan,14.791
52,0.7805302739143372,nan,14.892
53,0.656308114528656,nan,14.987
54,0.5926117897033691,nan,15.092
55,0.5649083852767944,nan,15.2
56,0.5041589736938477,nan,15.297
57,0.49169081449508667,nan,15.39
58,0.4786185920238495,nan,15.485
59,0.5242156982421875,nan,15.578
60,0.43011027574539185,85.475,15.679
