step,loss,val_ACC_known,elapsed_seconds
1,1.3970026969909668,31.674999999999997,0.442
2,1.3662307262420654,nan,10.001
3,1.4123826026916504,nan,10.118
4,1.3798232078552246,nan,10.201
5,1.4111027717590332,nan,10.277
6,1.36019766330719,nan,10.358
7,1.3456988334655762,nan,10.4
8,1.3453850746154785,nan,10.455
9,1.3002814054489136,nan,10.494
10,1.2741928100585938,nan,10.533
11,1.3644559383392334,nan,10.571
12,1.2719522714614868,nan,10.611
13,1.35310697555542,nan,10.649
14,1.2825528383255005,nan,10.688
15,1.2914944887161255,nan,10.727
16,1.2805695533752441,nan,10.766
17,1.2580132484436035,nan,10.805
18,1.231421709060669,nan,10.847
19,1.280320644378662,nan,10.89
20,1.2622367143630981,nan,10.934
21,1.2068361043930054,nan,10.976
22,1.233347773551941,nan,11.018
23,1.2203428745269775,nan,11.063
24,1.2401732206344604,nan,11.106
25,1.2488460540771484,nan,11.149
26,1.2341569662094116,nan,11.188
27,1.212571144104004,nan,11.226
28,1.1806094646453857,nan,11.265
29,1.2152940034866333,nan,11.304
30,1.1515679359436035,nan,11.344
31,1.1706972122192383,nan,11.383
32,1.144237995147705,nan,11.422
33,1.1535366773605347,nan,11.461
34,1.1669005155563354,nan,11.499
35,1.1600210666656494,nan,11.538
36,1.1723599433898926,nan,11.577
37,1.1623438596725464,nan,11.616
38,1.1627691984176636,nan,11.656
39,1.137298822402954,nan,11.695
40,1.1237927675247192,nan,11.734
41,1.0953999757766724,nan,11.773
42,1.205949306488037,nan,11.812
43,1.147269368171692,nan,11.853
44,1.1626832485198975,nan,11.896
45,1.0813266038894653,nan,11.939
46,1.1062884330749512,nan,11.983
47,1.1113662719726562,nan,12.026
48,1.1164052486419678,nan,12.07
49,1.0441550016403198,nan,12.112
50,1.1089109182357788,nan,12.156
51,1.0852514505386353,nan,12.195
52,1.1120164394378662,nan,12.234
53,1.0122690200805664,nan,12.273
54,1.0843050479888916,nan,12.312
55,1.1532095670700073,nan,12.351
56,1.1184697151184082,nan,12.39
57,1.087228775024414,nan,12.429
58,1.009779691696167,nan,12.467
59,1.1122925281524658,nan,12.506
60,1.1229572296142578,nan,12.545
61,1.0526033639907837,nan,12.584
62,1.0448260307312012,nan,12.623
63,1.0693098306655884,nan,12.662
64,1.0611236095428467,nan,12.701
65,1.0033574104309082,nan,12.741
66,1.02772057056427,nan,12.782
67,1.0491975545883179,nan,12.82
68,1.0223839282989502,nan,12.863
69,1.0090734958648682,nan,12.905
70,1.0555919408798218,nan,12.947
71,0.9642947316169739,nan,12.99
72,1.0758051872253418,nan,13.032
73,1.0378397703170776,nan,13.076
74,1.0143306255340576,nan,13.119
75,1.0676156282424927,nan,13.162
76,0.9872772097587585,nan,13.201
77,1.0054192543029785,nan,13.24
78,1.0019900798797607,nan,13.279
79,1.0275603532791138,nan,13.317
80,0.9655631184577942,nan,13.356
81,1.0111157894134521,nan,13.396
82,0.9262158870697021,nan,13.434
83,1.0404106378555298,nan,13.474
84,1.0149662494659424,nan,13.513
85,0.9719566702842712,nan,13.553
86,0.9831207394599915,nan,13.592
87,1.0650646686553955,nan,13.631
88,0.9944847822189331,nan,13.67
89,1.0337529182434082,nan,13.708
90,0.9311503171920776,nan,13.748
91,0.8628707528114319,nan,13.786
92,0.9665560722351074,nan,13.825
93,0.9747039675712585,nan,13.868
94,1.0254122018814087,nan,13.912
95,0.9833253026008606,nan,13.956
96,0.9860976934432983,nan,14.0
97,1.0071381330490112,nan,14.042
98,1.0338472127914429,nan,14.086
99,0.9116219878196716,nan,14.13
100,0.9479771852493286,nan,14.174
101,0.9720550775527954,nan,14.213
102,1.0411463975906372,nan,14.251
103,0.9141972064971924,nan,14.29
104,0.9719810485839844,nan,14.328
105,1.0106149911880493,nan,14.368
106,0.9861634969711304,nan,14.408
107,0.8845700025558472,nan,14.447
108,0.9485008120536804,nan,14.486
109,0.8552653789520264,nan,14.524
110,0.9786882400512695,nan,14.564
111,0.924982488155365,nan,14.602
112,0.9316843748092651,nan,14.642
113,0.9334815740585327,nan,14.682
114,0.9256855249404907,nan,14.721
115,0.9766174554824829,nan,14.759
116,0.8773582577705383,nan,14.8
117,0.9252849221229553,nan,14.84
118,0.9149655699729919,nan,14.884
119,0.9684833288192749,nan,14.928
120,0.9584618806838989,53.075,14.971
